SampleID,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales_A_737866;f__Succinivibrionaceae,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Christensenellales;f__GCA-900066905,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Christensenellales;f__CAG-138,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Bacillales_B_306089;f__Bacillaceae_H_294103,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;__,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Staphylococcales;f__Gemellaceae,d__Bacteria;__;__;__;__,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Streptococcaceae,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Enterococcaceae,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Haloplasmatales_A;f__Turicibacteraceae,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Peptostreptococcales;f__Anaerovoracaceae,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__TANB77;f__CAG-508,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA11471,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;__,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae,d__Bacteria;p__Firmicutes_B_370539;__;__;__,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Tissierellales;f__Peptoniphilaceae,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Peptostreptococcales;f__Peptostreptococcaceae_256921,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Anaerotignaceae,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales_A_737866;f__Enterobacteriaceae_A,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;__;__,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Cellulosilyticaceae,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Clostridiales;f__Clostridiaceae_222000,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Butyricicoccaceae,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Tissierellales;__,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;f__Defluviitaleaceae,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales;__,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;__,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;__,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__Oscillospiraceae_88309,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Eubacteriales_258471;f__Anaerofustaceae,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Eubacteriales_258471;f__Eubacteriaceae_258449,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales_A_737866;f__Pasteurellaceae,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales_993521;f__Fusobacteriaceae_993521,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales_650611;f__Pseudomonadaceae,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A_504705;f__Xanthobacteraceae_503485,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;__;__,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Christensenellales;f__CAG-74,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Christensenellales;f__Christensenellaceae,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Christensenellales;__,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Succinispiraceae,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Negativicoccaceae,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;__,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;__,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae_42771,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_592524;f__Burkholderiaceae_A_580492,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_595427;f__Burkholderiaceae_A_595427,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Peptostreptococcales;f__Filifactoraceae_235894,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Oscillospirales;f__QAKW01,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Acetivibrionales;__,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__RF39;f__UBA660
CTRL_feces_028,0,0,7223,0,0,1493,6,5,0,41,2369,0,0,13,24,50,0,0,0,0,1267,0,77,0,0,0,75,0,0,30,125,32,0,108,46,170,0,20,0,3,0,36,767,0,125,0,0,0,32,0,0,190,0,0,0,51,0,0,11,0,0,0,0,0,0,91,0,610,0,0,0,0,7,1148,58,0,0,0,0,0,0
CTRL_feces_099,0,0,6011,0,0,496,0,0,0,40,888,9,0,65,563,237,0,31,154,34,2379,0,991,0,0,179,349,0,0,0,1623,2283,0,0,73,114,0,7,6088,42,0,0,57,79,29,0,0,7,25,0,0,380,3,11,0,0,0,0,7,0,4,5,0,0,0,128,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0
CTRL_feces_100,0,0,11492,0,3,1490,0,4,0,321,1819,0,0,35,170,137,0,33,0,0,4274,13,322,6,0,251,120,0,0,50,1434,1932,0,0,4,86,0,9,0,39,0,12,78,0,116,0,11,0,47,0,155,531,0,5,0,0,0,0,89,4,0,3,6,0,0,117,0,0,3,0,0,0,0,894,108,0,7,0,0,0,0
CTRL_feces_115,0,0,10564,0,0,270,0,2,0,220,1916,0,32,50,1258,1051,0,0,0,0,1715,0,8,0,0,40,51,0,9,0,613,3070,0,0,0,18,0,7,0,52,0,46,57,0,192,0,0,0,65,0,73,289,0,0,0,0,0,0,93,0,0,0,0,1264,0,15,0,0,0,0,0,0,7,846,125,0,0,0,0,0,0
CTRL_feces_118,0,0,7406,0,29,482,0,0,0,947,618,0,0,113,643,1488,0,0,255,0,3522,5,12,0,0,81,42,0,0,4,698,2427,6,0,64,9,0,41,0,12,0,0,89,0,70,0,0,0,104,6,6,309,0,5,0,0,0,0,33,7,0,0,14,727,76,0,0,0,0,0,49,57,39,509,238,0,0,0,0,5,7
CTRL_feces_144,0,0,4308,0,0,471,0,0,5,93,558,29,0,31,30,918,0,0,0,0,3033,7,178,42,0,185,56,34,0,8,397,2093,0,0,34,0,0,9,0,15,0,0,689,9,0,0,0,0,39,0,11,393,0,0,20,0,0,0,35,0,5,0,0,541,657,0,0,290,6,0,0,974,213,2171,60,0,0,0,0,0,0
CTRL_feces_161,0,0,1170,0,0,161,0,0,3,173,7,245,0,0,0,134,0,0,0,0,1198,0,4,4,0,33,96,0,0,14,564,359,0,0,498,3,2,0,474,9,0,0,2867,330,0,0,0,0,16,0,0,13,0,13,0,3,10,3,0,0,0,0,0,0,456,0,0,11,0,0,33,286,0,754,37,0,0,0,0,0,0
CTRL_feces_184,0,0,3592,0,0,39,0,0,0,297,19,0,8,98,47,42,0,0,0,0,943,9,106,17,0,189,59,0,0,0,2906,538,0,0,20,0,0,3,17,33,0,0,7827,0,13,0,0,0,49,0,0,370,0,0,0,3,0,0,0,0,0,0,0,0,94,9,0,125,0,0,0,0,0,1056,175,0,0,0,0,0,0
CTRL_feces_207,0,4,411,0,0,625,0,0,0,0,1495,0,0,0,140,6,0,0,0,0,3502,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,477,21,0,0,330,0,0,0,0,0,0,0,23,0,0,0,76,3,0,0,0,0,0,0,0,151,149,0,0,0,89,0,20,0,0,11,0,0,0,0,0,0,0
CTRL_feces_231,0,0,807,0,0,1474,0,0,0,4,283,0,0,0,8,2,0,0,0,0,785,0,0,0,0,12,0,0,0,2,3,262,0,0,7,0,0,0,0,0,0,0,471,0,12,0,0,0,4,0,0,8,0,0,0,19,0,0,0,0,0,0,0,7,530,0,0,40,0,0,0,99,0,8,0,0,0,0,0,0,0
PDAC_feces_001,0,0,2727,0,0,28,0,8,3,275,887,0,5,92,184,249,0,231,0,0,1067,5,99,14,0,86,658,0,0,29,606,351,0,0,22,27,0,59,92,5,0,7,451,101,19,0,8,0,37,0,0,653,5,159,0,0,0,0,7,15,15,0,0,0,0,0,0,118,0,0,16,0,8,718,90,0,5,0,0,0,0
PDAC_feces_003,0,0,2389,6,0,5537,0,50,14,29,400,13,0,34,20,5,0,22,0,0,1166,5,186,3,0,70,120,0,17,0,325,1293,0,0,2,31,0,5,89,21,0,263,4310,0,59,0,0,0,31,0,24,259,0,5,0,0,0,0,23,0,0,0,0,24,0,0,0,17,171,0,0,0,0,163,28,0,0,0,2,0,0
PDAC_feces_005,0,0,3388,5,99,10,0,3,3,51,71,0,0,79,111,176,19,0,404,0,806,25,299,25,0,76,77,0,9,81,1260,1408,0,0,52,15,0,6,29,10,0,0,975,99,41,2,3,0,9,0,35,746,0,0,0,0,0,0,3,114,0,0,0,0,0,0,0,0,0,0,16,0,11,195,64,0,0,0,0,0,0
PDAC_feces_010,0,0,2997,0,0,5850,0,0,0,737,68,3,0,0,95,0,0,0,5,0,2048,0,0,0,0,0,373,0,0,0,22,58,0,0,0,4,0,6,118,5,0,0,5,0,0,0,0,0,9,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDAC_feces_015,0,0,1207,3,0,15,0,19,29,0,6189,0,0,24,196,7,0,0,0,0,302,0,18,4,0,14,50,0,0,0,13,85,0,9,10,27,5,142,814,11,0,56,532,12,0,12,0,0,17,0,0,77,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,4,170,10,0,11,0,0,0,0
PDAC_feces_020,0,0,4347,0,0,0,0,0,35,268,339,92,0,7,169,603,0,0,0,0,3418,21,40,0,0,0,89,0,0,0,260,716,0,0,30,0,0,23,329,0,0,0,459,0,21,0,0,0,66,0,0,232,0,0,0,0,0,0,8,0,5,0,0,0,0,4,0,0,131,0,0,0,0,0,43,0,0,0,4,0,0
PDAC_feces_021,0,0,1213,0,0,4179,0,0,0,58,117,143,0,0,115,1070,0,2,0,0,1088,0,17,5,0,44,89,0,0,11,0,417,0,0,0,0,0,0,1329,6,0,0,704,0,30,0,0,0,15,0,0,14,0,8,0,0,0,0,2,0,0,0,0,40,1042,0,0,0,0,0,0,0,0,756,31,0,0,0,0,0,0
PDAC_feces_023,0,0,2063,0,0,145,0,0,0,6,381,0,0,16,17,52,0,0,0,0,1114,0,0,0,0,0,5,0,0,0,1357,114,0,0,33,0,0,12,6,7,0,0,4752,13,8,0,0,0,0,0,3,128,0,0,36,0,0,0,2,0,0,0,0,0,112,0,0,0,11,321,0,0,7,1147,33,0,0,0,0,0,0
PDAC_feces_028,8,0,1682,0,0,1106,0,0,3,263,1474,51,0,0,57,18,0,714,0,0,88,0,0,0,0,0,0,0,0,0,155,0,0,5,0,0,0,11,367,0,3,0,4951,7,27,0,0,0,21,0,0,76,7,9,0,93,0,3,0,0,0,0,0,5,200,0,0,326,204,43,0,0,0,0,62,0,0,0,0,0,0
PDAC_feces_044,229,0,450,0,0,0,0,0,0,309,686,0,0,267,115,10,0,0,0,0,1309,15,70,0,935,0,32,17,10,0,66,30,0,5187,0,0,12,94,0,41,0,0,0,0,0,173,0,0,20,0,0,52,0,2,0,19,0,0,0,0,0,0,0,12,0,18,27,0,10,0,0,0,0,0,0,7,0,60,0,0,0
